Drug	Disease
DB01606	C0178299
DB01606	C0276026
DB01606	C1318973
DB01607	C1096258
DB01607	C0276089
DB01607	C0024110
DB01607	C0178299
DB01607	C0036130
DB01607	C0520775
DB01607	C0577708
DB01607	C0155860
DB01607	C0085394
DB01607	C0014347
DB01607	C2887096
DB01607	C0014013
DB01607	C0035468
DB01607	C1260917
DB01607	C0042029
DB01607	C1112209
DB01607	C0004626
DB01607	C1997728
DB01607	C0684256
DB01607	C3163829
DB01607	C0276026
DB01607	C0014836
DB01607	C0242172
DB01607	C1318973
DB01607	C0276088
DB01607	C0343402
DB01607	C0030785
DB01607	C0729524
DB01607	C1279247
DB01607	C0749955
DB01607	C0032308
DB01607	C0032290
DB01607	C0577690
DB01607	C2887088
DB01609	C1739382
DB01609	C0005283
DB01611	C0024537
DB01611	C0024141
DB01611	C0152072
DB01611	C0003873
DB01611	C0024138
DB01611	C0024536
DB01611	C0024535
DB01612	C0238080
DB01615	C0917801
DB01618	C0036341
DB01619	C0009766
DB01619	C0033774
DB01619	C1260880
DB01619	C0343065
DB01619	C0035460
DB01619	C0042109
DB01619	C0027424
DB01619	C0037383
DB01619	C2607914
DB01620	C2607914
DB01620	C0343065
DB01620	C0235267
DB01620	C0015967
DB01620	C0018621
DB01620	C0022281
DB01620	C1260880
DB01620	C0042109
DB01620	C0392171
DB01620	C0242429
DB01620	C0037383
DB01620	C0037195
DB01620	C0393735
DB01620	C0009443
DB01620	C0009766
DB01620	C0027424
DB01620	C0010200
DB01620	C0035460
DB01620	C0033774
DB01621	C0036341
DB01623	C0036341
DB01625	C0030920
DB01626	C0020538
DB01627	C0032269
DB01627	C0038395
DB01656	C0730607
DB01744	C0038048
DB01744	C0004604
DB01744	C0857177
DB01764	C0554628
DB02300	C0406326
DB02300	C0406317
DB02546	C0079773
DB02659	C0005424
DB02659	C0008350
DB02659	C0009806
DB02659	C0426639
DB02659	C0342826
DB02659	C0342827
DB02659	C0238052
DB02701	C0001144
DB02701	C0030783
DB02703	C0276089
DB02703	C0016867
DB02703	C0854211
DB02703	C0149704
DB02703	C0041472
DB02703	C0031350
DB02703	C0035854
DB02703	C0022573
DB02703	C0153196
DB02703	C1275687
DB02703	C0276088
DB02703	C0003175
DB02703	C0031154
DB02703	C1997728
DB02703	C0041351
DB02703	C2242472
DB02703	C0006309
DB02703	C0032308
DB02703	C0275652
DB02703	C1112709
DB02703	C1112209
DB02703	C0037199
DB02703	C0018081
DB02703	C0001261
DB02703	C2887096
DB02703	C0155860
DB02703	C0018190
DB02703	C0035585
DB02703	C0043388
DB02703	C0006060
DB02703	C0339293
DB02703	C0152973
DB02703	C1096254
DB02703	C0034362
DB02703	C0684256
DB02703	C0340354
DB02703	C0032269
DB02703	C0085437
DB02703	C0456103
DB02703	C0032302
DB02703	C0155866
DB02703	C0010930
DB02703	C0035468
DB02703	C0343402
DB02703	C0042029
DB02703	C3163829
DB02703	C0149966
DB02703	C0023860
DB02703	C0008311
DB02703	C0009766
DB02703	C0042165
DB02703	C0035021
DB02703	C0009768
DB02703	C0001144
DB02703	C0003177
DB02703	C0729586
DB02703	C0549398
DB02703	C0040592
DB02703	C0035793
DB02703	C0275665
DB02703	C0030578
DB02703	C0016436
DB02703	C0007947
DB02703	C0014836
DB02703	C0006181
DB02703	C0276075
DB02703	C0456107
DB02703	C0008354
DB02703	C0341503
DB02703	C0339968
DB02703	C0041473
DB02703	C3665869
DB02703	C0014347
DB02703	C0006277
DB02703	C0153195
DB02703	C0153193
DB02703	C0745528
DB02703	C0039128
DB02703	C0029291
DB02703	C0041471
DB02703	C0005743
DB02703	C1096258
DB02703	C0024286
DB02703	C0008149
DB02703	C0152945
DB02703	C1260917
DB02703	C0157749
DB02703	C1997322
DB02703	C0035597
DB02703	C0178299
DB02703	C0004626
DB02703	C0729587
DB02703	C0949083
DB02703	C0577690
DB02703	C0259799
DB02703	C0038395
DB02703	C0004771
DB02703	C0032285
DB02703	C0036472
DB02703	C1318973
DB02703	C0085394
DB02703	C0010032
DB02703	C0744451
DB03166	C0029878
DB03209	C0024623
DB03255	C0152030
DB03255	C0235339
DB03255	C0033774
DB03404	C0162565
DB03619	C0424620
DB03793	C0011633
DB03793	C0011644
DB03793	C1527383
DB03793	C0030848
DB03793	C0030807
DB03793	C0220994
DB03843	C0021400
DB03904	C0021092
DB03904	C0015230
DB03904	C0011616
DB03904	C0423775
DB03904	C0036508
DB03904	C0040262
DB04398	C0033774
DB04465	C0022951
DB04571	C0349506
DB04571	C0042900
DB04572	C0019829
DB04572	C0080032
DB04572	C1140680
DB04572	C0024305
DB04572	C3163805
DB04572	C0220656
DB04572	C0220655
DB04572	C0005684
DB04574	C0221392
DB04575	C0271578
DB04575	C0600142
DB04575	C0221392
DB04786	C0041228
DB04837	C0010200
DB04837	C0009443
DB04837	C2607914
DB04837	C0035460
DB04837	C1260880
DB04837	C0027424
DB04837	C0035455
DB04842	C0036341
DB04843	C0038358
DB04843	C0030920
DB04845	C0678222
DB04845	C0278488
DB04846	C0020538
DB04854	C0740394
DB04855	C0235480
DB04861	C0020538
DB04865	C0023473
DB04868	C0023472
DB04868	C0279543
DB04868	C0023474
DB04871	C0028754
DB04876	C0011860
DB04878	C0017205
DB04878	C0011860
DB04890	C0009766
DB04895	C0271084
DB04896	C0016053
DB04897	C0035220
DB04899	C1827266
DB04899	C0581377
DB04908	C0020594
DB04911	C0162627
DB04911	C0038166
DB04911	C1274355
DB04920	C0020538
DB04930	C0036262
DB04930	C0030757
DB04930	C0030759
DB04930	C0030758
DB04931	C0162568
DB04932	C0019156
DB04938	C1384606
DB04941	C0267436
DB04942	C0023487
DB04946	C0036341
DB04948	C0029104
DB05013	C0022602
DB05015	C0079774
DB05016	C0013264
DB05109	C1140680
DB05109	C0023827
DB05109	C0023269
DB05239	C0860594
DB05245	C0037299
DB05246	C0014553
DB05246	C0014544
DB05259	C0026769
DB05265	C0030920
DB05266	C0004096
DB05271	C0035258
DB05271	C0030567
DB05294	C3163939
DB05311	C0019243
DB05332	C0272293
DB05336	C0155866
DB05521	C0524910
DB05528	C0342881
DB05578	C0278701
DB05578	C0007131
DB05630	C0023281
DB05676	C0003872
DB05676	C0406317
DB05679	C0033860
DB05679	C0003872
DB05773	C1960398
DB05812	C0376358
DB05829	C0020626
DB06016	C0036341
DB06016	C0236780
DB06016	C0338873
DB06144	C0036341
DB06147	C0042998
DB06148	C1269683
DB06151	C0237963
DB06151	C0006267
DB06151	C0006277
DB06151	C0002726
DB06151	C0392164
DB06155	C0028754
DB06168	C2316212
DB06168	C1384600
DB06168	C0003868
DB06168	C0342731
DB06168	C0031069
DB06168	C1275126
DB06176	C0079774
DB06176	C0079773
DB06186	C0860594
DB06196	C0019243
DB06201	C0238111
DB06203	C0011860
DB06204	C0030193
DB06207	C1739363
DB06209	C0948089
DB06210	C0272293
DB06211	C0034186
DB06211	C1112209
DB06211	C1632842
DB06211	C0008325
DB06211	C0243001
DB06212	C0021141
DB06212	C0020625
DB06212	C0085413
DB06216	C0036341
DB06216	C0236780
DB06216	C0338873
DB06219	C0178299
DB06219	C0038166
DB06219	C0162627
DB06237	C0242350
DB06243	C0041228
DB06255	C0029456
DB06262	C0030567
DB06267	C0242350
DB06268	C2973725
DB06273	C0003873
DB06273	C0017531
DB06274	C0400877
DB06282	C0018621
DB06282	C2607914
DB06282	C0578870
DB06283	C0150055
DB06283	C0278140
DB06283	C0423673
DB06285	C0029458
DB06287	C0007134
DB06287	C0334634
DB06288	C0221765
DB06290	C0524910
DB06292	C0011860
DB06317	C0026764
DB06335	C0011860
DB06366	C1960398
DB06372	C2316212
DB06401	C0029458
DB06401	C0600142
DB06402	C2349530
DB06402	C0004626
DB06403	C2973725
DB06412	C0002874
DB06412	C0178416
DB06412	C1260899
DB06413	C0027404
DB06414	C0019693
DB06415	C0035220
DB06439	C0035220
DB06480	C0009806
DB06589	C0007134
DB06589	C1261473
DB06590	C0554628
DB06590	C0343402
DB06590	C0014836
DB06590	C2349530
DB06590	C0035468
DB06590	C0276026
DB06590	C1318973
DB06590	C0155862
DB06590	C0276089
DB06594	C1269683
DB06603	C0079773
DB06603	C0026764
DB06605	C0155749
DB06612	C1527407
DB06614	C0021400
DB06616	C0023472
DB06616	C0005699
DB06626	C0007134
DB06636	C0026718
DB06636	C0004030
DB06637	C0026769
DB06643	C0029458
DB06643	C0029456
DB06643	C0264115
DB06650	C0023434
DB06655	C0011860
DB06663	C0001622
DB06674	C0003873
DB06674	C0003872
DB06674	C0038013
DB06674	C0009324
DB06681	C0238217
DB06684	C1269683
DB06691	C0037383
DB06691	C0033774
DB06691	C0009443
DB06691	C0392171
DB06691	C1260880
DB06691	C0009766
DB06691	C0018621
DB06691	C2607914
DB06691	C0035460
DB06691	C0042109
DB06691	C0343065
DB06691	C0027424
DB06691	C0037195
DB06691	C0013390
DB06692	C0019080
DB06694	C1260880
DB06694	C0027424
DB06698	C0025281
DB06700	C1269683
DB06701	C1263846
DB06702	C0042023
DB06702	C0403643
DB06702	C0150045
DB06702	C0085606
DB06708	C0024535
DB06710	C0151721
DB06710	C0342527
DB06710	C1562029
DB06710	C0600142
DB06710	C0034012
DB06711	C0022281
DB06711	C0235267
DB06715	C0010200
DB06715	C0009443
DB06715	C0027424
DB06715	C1260880
DB06715	C2607914
DB06717	C0401160
DB06718	C0019243
DB06720	C0017205
DB06720	C1961835
DB06723	C0038358
DB06723	C0018834
DB06723	C0030920
DB06723	C0013395
DB06723	C0013295
DB06723	C0017168
DB06724	C0020598
DB06724	C0013395
DB06725	C0030193
DB06742	C0242429
DB06756	C0019880
DB06756	C0520775
DB06756	C0577708
DB06756	C0600041
DB06756	C0010692
DB06756	C0748196
DB06760	C1283620
DB06761	C0035220
DB06764	C1260880
DB06764	C0235267
DB06764	C0027424
DB06766	C0009766
DB06767	C0010200
DB06767	C0027424
DB06767	C0009443
DB06767	C1260880
DB06768	C0036508
DB06768	C0015230
DB06768	C0151908
DB06768	C0033775
DB06768	C0011616
DB06768	C0033774
DB06768	C0033777
DB06768	C0011615
DB06768	C0085074
DB06769	C0024301
DB06769	C0023434
DB06770	C0152030
DB06770	C0033774
DB06771	C0009768
DB06772	C0936223
DB06774	C0032768
DB06774	C0857177
DB06774	C0038048
DB06774	C0027796
DB06774	C0004604
DB06777	C0008350
DB06782	C0311375
DB06782	C0261486
DB06783	C0238452
DB06786	C0079773
DB06786	C0024138
DB06786	C0149922
DB06786	C0036508
DB06786	C0015230
DB06786	C0011616
DB06786	C0033775
DB06786	C0033777
DB06786	C0011615
DB06786	C0085074
DB06786	C0406317
DB06786	C0406326
DB06788	C0034013
DB06791	C0001206
DB06791	C0001207
DB06794	C0009773
DB06794	C0022577
DB06799	C0042029
DB06800	C0267511
DB06803	C0039254
DB06803	C0012561
DB06809	C0026764
DB06811	C0042345
DB06813	C0079774
DB06817	C0019693
DB06819	C0751753
DB06819	C0175683
DB06819	C0154246
DB06820	C0040252
DB06820	C0040262
DB06820	C0040259
DB06820	C1384589
DB06823	C0010691
DB06824	C0007134
DB06824	C0019202
DB06824	C0406326
DB06824	C0406317
DB06826	C0028840
DB06826	C0017612
DB07615	C0004096
DB07615	C2607914
DB07615	C0022548
DB07615	C0162810
DB08439	C2215257
DB08792	C0002438
DB08795	C0035243
DB08797	C0004604
DB08797	C0393735
DB08797	C0003862
DB08797	C0015967
DB08797	C0030193
DB08799	C0035460
DB08799	C0343065
DB08799	C0027424
DB08799	C0033774
DB08799	C0022281
DB08799	C0037383
DB08799	C1260880
DB08799	C0009766
DB08799	C0235267
DB08799	C0042109
DB08799	C2607914
DB08804	C1561828
DB08806	C0038358
DB08806	C0017168
DB08806	C0043515
DB08808	C0017601
DB08808	C0020538
DB08815	C0036341
DB08815	C0005587
DB08816	C0948089
DB08816	C0085096
DB08819	C0028840
DB08819	C0017612
DB08820	C0392164
DB08822	C0020538
DB08823	C0030757
DB08826	C0005283
DB08826	C0282193
DB08827	C0342881
DB08828	C0007117
DB08860	C0020474
DB08860	C0020443
DB08864	C0019693
DB08867	C0042133
DB08868	C0751967
DB08869	C3854116
DB08870	C0019829
DB08870	C1275317
DB08871	C0278488
DB08871	C0023827
DB08872	C0032768
DB08872	C0035258
DB08873	C0524910
DB08874	C0014358
DB08874	C0343386
DB08874	C0009062
DB08875	C0238462
DB08875	C0007134
DB08877	C0027022
DB08877	C0026987
DB08879	C0024141
DB08880	C0003873
DB08880	C0003872
DB08880	C0026769
DB08882	C0011860
DB08885	C0271084
DB08885	C0339498
DB08885	C0339507
DB08885	C0730285
DB08885	C1282500
DB08887	C0020557
DB08888	C0730274
DB08889	C0026764
DB08890	C1868889
DB08890	C0267509
DB08890	C0022104
DB08893	C0403643
DB08894	C1561828
DB08895	C0003873
DB08896	C1282500
DB08896	C0238198
DB08897	C0024117
DB08899	C0376358
DB08900	C0036992
DB08901	C0023473
DB08901	C1960397
DB08902	C0155866
DB08903	C0041327
DB08903	C0206525
DB08904	C0010346
DB08904	C0003873
DB08904	C0003872
DB08904	C0038013
DB08905	C3163805
DB08906	C2607914
DB08906	C0004096
DB08907	C0011860
DB08908	C0751967
DB08909	C0154246
DB08910	C0026764
DB08911	C0860594
DB08912	C0860594
DB08913	C0376358
DB08916	C1960925
DB08917	C0162316
DB08918	C1269683
DB08922	C0036341
DB08923	C1561828
DB08930	C0019693
DB08931	C2363973
DB08931	C2973725
DB08932	C2973725
DB08933	C0040259
DB08933	C1384589
DB08933	C0040252
DB08934	C0524910
DB08935	C0023434
DB08936	C0009443
DB08936	C0018621
DB08936	C1260880
DB08936	C0009766
DB08936	C2607914
DB08936	C0037383
DB08936	C0027424
DB08936	C0010200
DB08936	C0035460
DB08941	C0042373
DB08941	C0007820
DB08941	C0034734
DB08976	C0184567
DB08984	C0029408
DB08993	C0041327
DB08998	C0011581
DB09014	C0003469
DB09016	C0011581
DB09020	C0426639
DB09020	C0009806
DB09026	C0020538
DB09027	C0524910
DB09029	C0406317
DB09030	C0038454
DB09031	C0023290
DB09031	C0023283
DB09031	C1328252
DB09033	C0009324
DB09033	C0010346
DB09034	C0917801
DB09035	C0860594
DB09035	C0149782
DB09035	C0007131
DB09035	C0278678
DB09036	C0017531
DB09037	C0860594
DB09037	C0007131
DB09038	C0011860
DB09039	C0017205
DB09040	C1274470
DB09040	C0276755
DB09040	C0040261
DB09041	C1274470
DB09041	C0276755
DB09041	C0276754
DB09042	C0038166
DB09042	C0162627
DB09042	C1274355
DB09043	C0011860
DB09045	C0011860
DB09046	C0221032
DB09046	C0271693
DB09046	C0220989
DB09047	C0149948
DB09048	C0401160
DB09049	C0267511
DB09050	C0042029
DB09050	C1112209
DB09051	C0086651
DB09052	C0349636
DB09053	C0334634
DB09053	C0023434
DB09053	C0024419
DB09054	C0023434
DB09054	C0024301
DB09054	C0855095
DB09060	C0034186
DB09060	C1112209
DB09065	C0019693
DB09068	C1269683
DB09071	C0393772
DB09072	C0751362
DB09072	C0027404
DB09073	C2316304
DB09074	C0153467
DB09074	C1140680
DB09074	C0341823
DB09075	C0034065
DB09075	C0013922
DB09076	C0024117
DB09077	C0027819
DB09078	C0206682
DB09078	C0238463
DB09079	C0085786
DB09079	C0007131
DB09080	C0024117
DB09081	C0917796
DB09082	C0008677
DB09082	C0034067
DB09082	C0024117
DB09082	C0004096
DB09083	C0264716
DB09084	C0030193
DB09085	C0033774
DB09085	C0152030
DB09087	C0018834
DB09087	C0013395
DB09087	C0030920
DB09087	C0017168
DB09093	C0029076
DB09093	C0040592
DB09096	C0036508
DB09096	C0001144
DB09096	C0015230
DB09096	C0085074
DB09096	C0033777
DB09096	C0011616
DB09096	C0033775
DB09101	C0019693
DB09102	C0524910
DB09104	C0009806
DB09104	C0426639
DB09104	C0030920
DB09104	C0013395
DB09104	C0017168
DB09104	C0018834
DB09105	C0020630
DB09107	C1561828
DB09109	C0019069
DB09110	C1336708
DB09112	C0238080
DB09113	C0035220
DB09114	C0035220
DB09115	C0002438
DB09118	C0014550
DB09118	C0751122
DB09122	C0751967
DB09125	C0020621
DB09125	C1959799
DB09125	C0001126
DB09125	C0748267
DB09125	C0558595
DB09127	C0009806
DB09128	C0036341
DB09128	C1269683
DB09141	C0573789
DB09143	C0007117
DB09144	C0220987
DB09144	C0572583
DB09146	C0085681
DB09152	C0031190
DB09154	C0009443
DB09154	C0030920
DB09154	C0017168
DB09154	C0013395
DB09154	C0010200
DB09154	C0035455
DB09154	C0018834
DB09154	C0027424
DB09154	C1260880
DB09162	C0085681
DB09166	C0003467
DB09167	C1269683
DB09183	C0524910
DB09185	C0751362
DB09198	C0011860
DB09205	C0242350
DB09205	C0034734
DB09212	C0003873
DB09213	C0393735
DB09213	C0030193
DB09213	C0015967
DB09213	C0029408
DB09213	C0003873
DB09213	C0013390
DB09221	C0030920
DB09223	C0036341
DB09228	C0398775
DB09229	C0020538
DB09230	C0020538
DB09235	C0020538
DB09244	C0011581
DB09245	C0011581
DB09256	C0024623
DB09257	C0024623
DB09258	C0034065
DB09258	C0149871
DB09262	C0403643
DB09263	C0020461
DB09264	C0272373
DB09265	C0011860
DB09267	C0029458
DB09269	C0220994
DB09272	C0348898
DB09272	C1262211
DB09274	C0024535
DB09276	C0003873
DB09279	C0020538
DB09281	C0013395
DB09281	C0030920
DB09281	C0017168
DB09281	C0018834
DB09287	C0426639
DB09287	C0013238
DB09287	C0235267
DB09287	C0009806
DB09290	C0348898
DB09290	C1262211
DB09291	C0401160
DB09292	C0264716
DB09293	C0020550
DB09296	C0524910
DB09297	C0524910
DB09299	C0019693
DB09300	C0581358
DB09302	C0020443
DB09302	C3875286
DB09302	C0342882
DB09302	C0004153
DB09303	C0020443
DB09303	C3875286
DB09303	C0342882
DB09303	C0342881
DB09310	C2584877
DB09320	C0149704
DB09320	C0275804
DB09320	C0178299
DB09320	C0153188
DB09320	C0031350
DB09320	C0149985
DB09320	C0271429
DB09320	C0038395
DB09320	C1318559
DB09320	C0039133
DB09320	C3665800
DB09320	C0036285
DB09320	C0027927
DB09320	C0004945
DB09320	C0554628
DB09320	C0155862
DB09320	C0017418
DB09320	C0034686
DB09320	C0003175
DB09320	C0039131
DB09320	C0031946
DB09320	C0043388
DB09320	C0014733
DB09320	C0039128
DB09320	C1318973
DB09321	C0015230
DB09321	C0040262
DB09321	C0152030
DB09321	C1444173
DB09321	C1384589
DB09321	C0040252
DB09321	C0006846
DB09321	C0033774
DB09321	C0033775
DB09321	C0006434
DB09321	C0019112
DB09321	C0011974
DB09321	C0043250
DB09321	C0033246
DB09321	C0034886
DB09321	C0040259
DB09322	C0235267
DB09322	C0235950
DB09323	C0014733
DB09323	C0036285
DB09323	C0155862
DB09323	C0554628
DB09323	C0038395
DB09324	C1112209
DB09324	C0035468
DB09324	C0178299
DB09324	C1263758
DB09324	C1318973
DB09324	C0341503
DB09324	C0008311
DB09324	C0242172
DB09324	C0014347
DB09324	C0014836
DB09325	C1510471
DB09330	C1960925
DB09331	C0026764
DB09332	C0022354
DB09343	C0007102
DB09345	C0033774
DB09345	C0152030
DB09345	C1384589
DB09345	C0033246
DB09345	C0043250
DB09345	C0034886
DB09345	C1444173
DB09345	C0029878
DB09345	C0040259
DB09345	C0033775
DB09345	C0015230
DB09345	C0151908
DB09345	C0040252
DB09345	C0006434
DB09345	C0019112
DB09345	C0849907
DB09345	C3875321
DB09345	C1320547
DB09350	C0030757
DB09350	C0030759
DB09350	C0030758
DB09351	C0017612
DB09351	C0028840
DB09352	C0026961
DB09353	C0017575
DB09353	C0001144
DB09353	C0175167
DB09353	C0234925
DB09353	C0038363
DB09353	C0036508
DB09353	C0423775
DB09357	C0037274
DB09357	C0011974
DB09357	C0152020
DB09357	C0030446
DB09357	C0263283
DB09357	C0013595
DB09357	C1444173
DB09389	C0025323
DB09389	C0600142
DB09396	C0030193
DB09407	C0151723
DB09449	C0009806
DB09462	C0009806
DB09468	C0009806
DB09469	C0009806
DB09472	C0426639
DB09477	C3698411
DB09477	C0020538
DB09477	C0018802
DB09481	C0017168
DB09481	C0151723
DB09481	C0018834
DB09481	C0030920
DB09481	C0426639
DB09481	C0013395
DB09481	C0009806
DB09485	C0006277
DB09485	C0237963
DB09485	C0002726
DB09485	C0392164
DB09485	C0006267
DB09488	C0018621
DB09488	C0035460
DB09488	C0027424
DB09488	C1260880
DB09488	C0009766
DB09488	C0037383
DB09488	C0009443
DB09488	C2607914
DB09496	C0025218
DB09496	C0151907
DB09499	C0238080
DB09512	C0011974
DB09517	C0162316
DB09517	C0158996
DB09525	C0042029
DB09525	C1959799
DB09525	C0426639
DB09525	C0085682
DB09526	C2677857
DB09526	C0151907
DB09526	C0025218
DB09543	C0004604
DB09543	C0038048
DB09543	C0857177
DB09552	C0029878
DB09555	C0343065
DB09555	C0009766
DB09555	C0042109
DB09555	C0033774
DB09555	C0018621
DB09555	C2607914
DB09555	C0035460
DB09559	C0007131
DB09560	C1827687
DB09560	C0340970
DB09560	C0221023
DB09560	C2267231
DB09564	C0011849
DB09568	C0020557
DB09570	C0026764
DB09571	C0027424
DB11320	C0029408
DB11362	C2973725
DB11363	C0007131
DB11365	C0009806
DB11560	C0740394
DB11563	C0043208
DB11569	C0406317
DB11574	C0524910
DB11575	C0524910
DB11581	C0023434
DB11582	C0026838
DB11591	C0042109
DB11591	C2607914
DB11595	C0007138
DB11596	C0274462
DB11596	C0568062
DB11596	C0274478
DB11596	C0002888
DB11596	C0016412
DB11606	C0272325
DB11608	C0008533
