Drug	Disease
DB00388	C0392171
DB00759	C0035585
DB00199	C0155862
DB01137	C0577708
DB06723	C0017168
DB02703	C0276075
DB01416	C0155862
DB01165	C0004626
DB00878	C0017574
DB00151	C0002726
DB00396	C0476089
DB01211	C0004626
DB00916	C0014358
DB00494	C0030567
DB00752	C1269683
DB08828	C0007117
DB00741	C0024305
DB01197	C0013604
DB00537	C0004669
DB00685	C0018081
DB00163	C0042875
DB00637	C2607914
DB06603	C0079773
DB00199	C0008149
DB00441	C1140680
DB01019	C0080274
DB00102	C0406526
DB02703	C0149966
DB00618	C0001144
DB01060	C0577708
DB01111	C0014836
DB06768	C0151908
DB09345	C0015230
DB00253	C0022073
DB01380	C0015397
DB00319	C1318973
DB01061	C0042029
DB00612	C0020538
DB00620	C0039503
DB01168	C0026764
DB01406	C0016034
DB00935	C0009763
DB00584	C0004775
DB00959	C0242459
DB01042	C1140680
DB01211	C1318973
DB00319	C0949083
DB00746	C1739382
DB00936	C0027051
DB06216	C0338873
DB00038	C0040034
DB00903	C0013604
DB01130	C0036508
DB00240	C0011603
DB00361	C0919267
DB00650	C0016412
DB01185	C0151721
DB00207	C0275804
DB00619	C0206141
DB00465	C0278140
DB06403	C2973725
DB00205	C0040558
DB01001	C0347950
DB01255	C1263846
DB00479	C0036690
DB09485	C0392164
DB01252	C0011860
DB01018	C1263846
DB06590	C0276089
DB00787	C1274321
DB09031	C0023290
DB00240	C0036271
DB01607	C0684256
DB00959	C0035457
DB00531	C0019114
DB00967	C0149526
DB00537	C0041466
DB01053	C0744451
DB00525	C1384589
DB00525	C0040252
DB06701	C1263846
DB00153	C0042870
DB00318	C0030193
DB09320	C0031946
DB00997	C0023449
DB01427	C0007166
DB00443	C0701163
DB01089	C0036341
DB00512	C0025295
DB00033	C0009404
DB00788	C0003862
DB01044	C0009768
DB01112	C0854324
DB00681	C0032285
DB00685	C1112209
DB01598	C0242172
DB00303	C0276026
DB00303	C0034186
DB02703	C0729586
DB00356	C0026821
DB00873	C0022568
DB00323	C0030567
DB00945	C0009443
DB01133	C0029401
DB00200	C0238080
DB00585	C0013295
DB01234	C0003868
DB00196	C0006845
DB00787	C0149678
DB00450	C0033975
DB04911	C0038166
DB00438	C0027947
DB00934	C0236736
DB00383	C0030920
DB09407	C0151723
DB01260	C0036271
DB00759	C0001144
DB01059	C0341834
DB00694	C0023467
DB00619	C0005699
DB01155	C0042029
DB00860	C0154301
DB00675	C0030297
DB01597	C0242172
DB01326	C0577708
DB00514	C0235339
DB00826	C1262117
DB00492	C0264716
DB00310	C0013604
DB01165	C0749958
DB01324	C0013604
DB00254	C0006277
DB09345	C0033246
DB00381	C0038454
DB00355	C0033817
DB00712	C0021368
DB01275	C0020542
DB00599	C0033845
DB06168	C2316212
DB00073	C0079731
DB00713	C0032308
DB02703	C0577690
DB00741	C1761609
DB01165	C0857846
DB01320	C2711653
DB00112	C0153579
DB00570	C0278488
DB00254	C0029291
DB01413	C0001139
DB00277	C0034067
DB00852	C0392171
DB00997	C0024301
DB00635	C0024305
DB00539	C1458155
DB00595	C0035585
DB00736	C0014869
DB00668	C0013404
DB00681	C0034362
DB01364	C2607914
DB00052	C0018802
DB00537	C0033817
DB00479	C2242472
DB01380	C1274321
DB00635	C0015397
DB00254	C0031350
DB00833	C0149725
DB06212	C0020625
DB00971	C0036271
DB00620	C0006114
DB00443	C0149911
DB00635	C0021368
DB00620	C2607914
DB01059	C0277528
DB00829	C0236663
DB00410	C0021099
DB00153	C0020626
DB00916	C2242472
DB00544	C0038356
DB00165	C0936215
DB00969	C1262211
DB00477	C0039614
DB00493	C0178299
DB00281	C0152030
DB01427	C0007193
DB00443	C0037274
DB00995	C0030807
DB08890	C0267509
DB00635	C0011616
DB01218	C0024535
DB00578	C0577709
DB01234	C0019829
DB00683	C0085631
DB04837	C1260880
DB01086	C0040460
DB01112	C0276026
DB00425	C0851578
DB00449	C0017612
DB08827	C0342881
DB00320	C0042376
DB06779	C0027051
DB06786	C0406317
DB02703	C0034362
DB01167	C0919659
DB01053	C0039133
DB01326	C0031154
DB00438	C0149778
DB04398	C0033774
DB01413	C0038160
DB00596	C0015230
DB09053	C0023434
DB00766	C2349530
DB00959	C0039103
DB00620	C0035435
DB05271	C0035258
DB00916	C0157749
DB06819	C0154246
DB01382	C0011860
DB00759	C0153195
DB00488	C1140680
DB00678	C0242698
DB01150	C0038160
DB01005	C0042138
DB00725	C0022104
DB09125	C0558595
DB00544	C0009375
DB01176	C0009443
DB00873	C0022073
DB00364	C0038362
DB01598	C0014347
DB00291	C0019829
DB01139	C2242472
DB00503	C0019693
DB08922	C0036341
DB00033	C0037299
DB01234	C0027726
DB00199	C1112709
DB00601	C0149778
DB03793	C0011633
DB01333	C0271429
DB01248	C0278488
DB00121	C0034067
DB09035	C0278678
DB00446	C0018482
DB00730	C0040896
DB00959	C0027854
DB00325	C0024588
DB01234	C0024141
DB00295	C0013404
DB00152	C0002892
DB00434	C1260880
DB01098	C0020474
DB00480	C0334634
DB00408	C0033975
DB09496	C0025218
DB01211	C0339933
DB01320	C0014544
DB01331	C0014179
DB01165	C1260917
DB00694	C0023465
DB01165	C0276088
DB00811	C0043124
DB00567	C2242472
DB00388	C0016167
DB00956	C0009443
DB08976	C0184567
DB01015	C0520775
DB00557	C0027497
DB01620	C0343065
DB01112	C1997728
DB00835	C0033774
DB01395	C0156393
DB00240	C0021368
DB01059	C0007947
DB01075	C0027497
DB02659	C0005424
DB00766	C0877633
DB00596	C0018567
DB00289	C1263846
DB00828	C0014836
DB09526	C0025218
DB01167	C0027947
DB00287	C0017612
DB01165	C0032302
DB11320	C0029408
DB00206	C0020538
DB01030	C0149925
DB01394	C0268108
DB09350	C0030757
DB00816	C0004096
DB06366	C1960398
DB04837	C0035455
DB00443	C0011608
DB09321	C0152030
DB00030	C0011854
DB00145	C0027424
DB01380	C0023052
DB00734	C0497327
DB00968	C0020538
DB00957	C0002453
DB06720	C1961835
DB00109	C0019693
DB00319	C2887096
DB00798	C0016867
DB00112	C0346974
DB00906	C0234974
DB00820	C0020542
DB01150	C0275556
DB00424	C0021890
DB01053	C0043388
DB01415	C0018482
DB00921	C0030193
DB00355	C0085394
DB01155	C0857831
DB01327	C2242472
DB00519	C0020538
DB00759	C0043388
DB01216	C0002170
DB01036	C0042023
DB06691	C0037383
DB01137	C0577709
DB00775	C0027051
DB00692	C0917798
DB00048	C0030848
DB01234	C0259799
DB00959	C0026769
DB01380	C0001144
DB01413	C0748196
DB00231	C0021603
DB00408	C0005586
DB01030	C0007131
DB00784	C0013390
DB00858	C0035854
DB06786	C0079773
DB01167	C0009186
DB09472	C0426639
DB01380	C0849907
DB04930	C0030758
DB01260	C0079773
DB04861	C0020538
DB00952	C0149931
DB00054	C0002965
DB00175	C0020443
DB00022	C0037299
DB01066	C0149778
DB00634	C0009770
DB06702	C0403643
DB00814	C0003873
DB01023	C0002963
DB01327	C0684256
DB00258	C0020598
DB06412	C0002874
DB01413	C0033700
DB00685	C0520777
DB00806	C0038454
DB06786	C0011615
DB06614	C0021400
DB09345	C0019112
DB01139	C0276088
DB00341	C0009443
DB00620	C0006846
DB09046	C0221032
DB09485	C0006277
DB06273	C0003873
DB00415	C0155862
DB00257	C0040259
DB00831	C0036341
DB01240	C0020542
DB00319	C0033817
DB00825	C0036508
DB01032	C0153196
DB00910	C0020502
DB00741	C0002880
DB00948	C0684256
DB01190	C0038395
DB01091	C1384589
DB01099	C0008582
DB00851	C0027819
DB00937	C0028754
DB00443	C0036202
DB00033	C0043037
DB00873	C0021368
DB00169	C0035579
DB01223	C0004096
DB00860	C0024305
DB00741	C0406317
DB00620	C0040147
DB00570	C0036220
DB00881	C0018802
DB00734	C0004352
DB06768	C0033774
DB00381	C0002962
DB06761	C0035220
DB00550	C0020550
DB06691	C0037195
DB00587	C0006277
DB00966	C0242698
DB01096	C0036323
DB00852	C1260880
DB00366	C0392171
DB00788	C1260880
DB00443	C0151467
DB08993	C0041327
DB01602	C0276026
DB01167	C0004030
DB08895	C0003873
DB00317	C1960925
DB00806	C0243000
DB00232	C0013604
DB01260	C0004096
DB00496	C0150045
DB00279	C0020676
DB01380	C0023449
DB01216	C2937421
DB00888	C0023473
DB02703	C0018081
DB00303	C0004669
DB01597	C0149725
DB00590	C1739363
DB01223	C0347950
DB01130	C0011615
DB00009	C0155626
DB01266	C0009663
DB06756	C0019880
DB00515	C0206680
DB09332	C0022354
DB00423	C0027121
DB00747	C0042164
DB01409	C0008677
DB01044	C0033700
DB01234	C0010043
DB00290	C0080032
DB00423	C0026838
DB00206	C0036341
DB00591	C0036508
DB00819	C0017605
DB01326	C0854324
DB01598	C0014179
DB00860	C0033860
DB01085	C0026961
DB01615	C0917801
DB01053	C0004945
DB00443	C0002875
DB00035	C0019080
DB00850	C0020179
DB00936	C0040460
DB02703	C0022573
DB00501	C0014869
DB00493	C0729524
DB01238	C0004352
DB00091	C0022575
DB00826	C0005741
DB01330	C1997728
DB06590	C2349530
DB09043	C0011860
DB01233	C0401160
DB01087	C0024537
DB00553	C0026948
DB09320	C0031350
DB01326	C0577709
DB01017	C0178299
DB00619	C0023474
DB09302	C0004153
DB00366	C2607914
DB01185	C1458155
DB00438	C0015967
DB01217	C1458155
DB01330	C0520775
DB02703	C0003175
DB00319	C1096258
DB03793	C0030807
DB01413	C0015967
DB06742	C0242429
DB01380	C0027726
DB01212	C0038160
DB00182	C1263846
DB00443	C0026769
DB01332	C1997728
DB00415	C0275652
DB09079	C0085786
DB00261	C0032463
DB00860	C0005743
DB00448	C0043515
DB01332	C0035468
DB01551	C0027424
DB09345	C0040252
DB01329	C0038395
DB00008	C0524909
DB00415	C0031350
DB00457	C2937421
DB00656	C0021603
DB00501	C0013295
DB00288	C0149922
DB00214	C0034063
DB01017	C0018190
DB01057	C0017601
DB00500	C0029408
DB06767	C0010200
DB00994	C0005743
DB01420	C0151721
DB00253	C0035854
DB08823	C0030757
DB01234	C0037274
DB01183	C0524662
DB04574	C0600142
DB00755	C0025218
DB01234	C0002880
DB00570	C0008497
DB00207	C0009768
DB01203	C0020538
DB00476	C0270549
DB00254	C0024286
DB00362	C0877445
DB01004	C0030590
DB00611	C0474368
DB00953	C0149931
DB00762	C0038356
DB00833	C0005943
DB00833	C0038395
DB00873	C1275687
DB00833	C0038160
DB00973	C0342881
DB00627	C0020443
DB01142	C0011581
DB00694	C1961102
DB00555	C0005586
DB00233	C0033860
DB01165	C0013371
DB00214	C0022661
DB09477	C3698411
DB00684	C0014347
DB00438	C1112209
DB00201	C0393735
DB06824	C0007134
DB08869	C3854116
DB05271	C0030567
DB00145	C0030920
DB00584	C0003873
DB06768	C0036508
DB09078	C0206682
DB00835	C0343065
DB09082	C0024117
DB00415	C0037199
DB00518	C0338437
DB00377	C0401160
DB00749	C0030193
DB00959	C0036508
DB00207	C0004626
DB00472	C0030319
DB00846	C0021368
DB04899	C1827266
DB00717	C0232940
DB01246	C2607914
DB00577	C0019345
DB09154	C0018834
DB00136	C0020598
DB09104	C0018834
DB09488	C0037383
DB01380	C0021390
DB00555	C0270425
DB00825	C0033774
DB00759	C0008149
DB01551	C1260880
DB00186	C0011581
DB01053	C0178299
DB01162	C1739363
DB00994	C0019147
DB01212	C0577708
DB01032	C0003868
DB01172	C0004626
DB01380	C0009324
DB00318	C0027424
DB00514	C0010200
DB00501	C0041909
DB00585	C0038358
DB00936	C0149931
DB06713	C0002453
DB00324	C0022081
DB01165	C0600041
DB01042	C1458155
DB00438	C0153225
DB01104	C0030319
DB00004	C0079773
DB01420	C1562029
DB00620	C0079773
DB01017	C0421162
DB00022	C0026948
DB01395	C0001144
DB01165	C0276089
DB00496	C0403643
DB00443	C0016509
DB00641	C0003850
DB01234	C0035457
DB00788	C0013390
DB00711	C0023968
DB00033	C0036920
DB01047	C0015230
DB01416	C0520775
DB00620	C0011615
DB00788	C0030193
DB01188	C0036508
DB06480	C0009806
DB01066	C0276026
DB00563	C0006413
DB06803	C0039254
DB01330	C0038395
DB09525	C0042029
DB01099	C0024116
DB00681	C0242172
DB00424	C0026837
DB00718	C0019163
DB00319	C0749958
DB01140	C0022729
DB00567	C0022729
DB04948	C0029104
DB00257	C1384589
DB00642	C0812413
DB08799	C0022281
DB00218	C0554628
DB01331	C1263758
DB11608	C0008533
DB00240	C0406326
DB04574	C0020619
DB00262	C0007097
DB01260	C0149922
DB00115	C0002892
DB01603	C0178299
DB00766	C1318973
DB00359	C0024530
DB00253	C0010032
DB00871	C0347950
DB02703	C0010930
DB00555	C0234974
DB00022	C0010403
DB06702	C0085606
DB00364	C0014868
DB00679	C3544321
DB00690	C0917801
DB00673	C0401160
DB01611	C0024530
DB00399	C0020437
DB00663	C0015230
DB01598	C0684256
DB01328	C0149725
DB00288	C0015230
DB00916	C0023885
DB00959	C0003873
DB00692	C0085096
DB00833	C0022729
DB01327	C0005660
DB02703	C0009766
DB01066	C0877633
DB00008	C0037299
DB00547	C0011616
DB00595	C0149704
DB00493	C0749955
DB00727	C0013537
DB01069	C0042109
DB06826	C0028840
DB00103	C0002986
DB00099	C0221023
DB00958	C0014859
DB00328	C0262399
DB00707	C0546837
DB00319	C0243001
DB00092	C0033860
DB00475	C0338908
DB00783	C0221392
DB00419	C0220756
DB08799	C0035460
DB00544	C0022602
DB01277	C0271568
DB01142	C0005587
DB00493	C0877633
DB01112	C2242472
DB00279	C0007115
DB00297	C0152030
DB00623	C0036341
DB00951	C0275959
DB00634	C0022073
DB00594	C0032617
DB06786	C0011616
DB00479	C0854215
DB06786	C0036508
DB09213	C0029408
DB06283	C0423673
DB06725	C0030193
DB01331	C0018081
DB00575	C0751865
DB00640	C0039236
DB01110	C0700345
DB09087	C0013395
DB00595	C0041471
DB01113	C0034734
DB00465	C0009766
DB01112	C0744451
DB00350	C0020540
DB00537	C0021355
DB01015	C0577709
DB00020	C1827687
DB00555	C2711653
DB01032	C0153195
DB01004	C0162526
DB00417	C0014733
DB00547	C0085074
DB00655	C0085215
DB00927	C0267055
DB00186	C0270846
DB00945	C0035436
DB09321	C0033246
DB01146	C2607914
DB01330	C0153196
DB06794	C0022577
DB05676	C0406317
DB00033	C2239176
DB01047	C0024138
DB01114	C0009443
DB01380	C0001403
DB00924	C0027121
DB05528	C0342881
DB01607	C0030785
DB00379	C0011882
DB00643	C0086227
DB01380	C0024141
DB00531	C1961102
DB00145	C1260880
DB00215	C0011882
DB00201	C0033893
DB09320	C0149985
DB01369	C0038160
DB00828	C0749958
DB00656	C1269683
DB01130	C0011616
DB00067	C0270327
DB00671	C0275652
DB01076	C0020538
DB06715	C0009443
DB00489	C0042514
DB00319	C0275652
DB00916	C0006105
DB00254	C0003175
DB01435	C0729586
DB00181	C0019521
DB01060	C2062475
DB00879	C0019693
DB01234	C0036202
DB01130	C0021368
DB08815	C0005587
DB00945	C0037195
DB00860	C0009326
DB01150	C0031350
DB00554	C0038814
DB00832	C0014544
DB00917	C0000810
DB00681	C0151874
DB01174	C0014547
DB00355	C1260917
DB01026	C1384589
DB00208	C0007781
DB00833	C0006277
DB01579	C0028754
DB00588	C0406326
DB00762	C0007131
DB00759	C0040592
DB00358	C0024537
DB00266	C0027051
DB00945	C0004604
DB06823	C0010691
DB00395	C0030193
DB00561	C0035228
DB00312	C0014544
DB09258	C0149871
DB00008	C0020876
DB00932	C0019693
DB00448	C0013295
DB00839	C0011860
DB01275	C0020540
DB00685	C0275665
DB04855	C0235480
DB01330	C1112209
DB06822	C0034065
DB00480	C0026764
DB00399	C0029458
DB00575	C0026838
DB00100	C0008533
DB00278	C0040034
DB06766	C0009766
DB00257	C0040262
DB00860	C0039483
DB01260	C0023219
DB00281	C0027796
DB01234	C0405580
DB01068	C0014553
DB00741	C0026769
DB00181	C0026976
DB00020	C0019829
DB00046	C0011854
DB00916	C0178299
DB00479	C1112209
DB01248	C0025202
DB00838	C0079773
DB00851	C0019829
DB04897	C0035220
DB00300	C0001175
DB00857	C1274470
DB01326	C0032308
DB00479	C0178299
DB01017	C0153196
DB09330	C1960925
DB00303	C0149778
DB00692	C0745136
DB00783	C0520577
DB01397	C0003873
DB00959	C0004096
DB01165	C0275556
DB00438	C0243026
DB00916	C0276064
DB00567	C0520775
DB00741	C0022081
DB00319	C0085394
DB09235	C0020538
DB00877	C0349649
DB00535	C0729586
DB01248	C0376358
DB01124	C0011860
DB01165	C1112709
DB01591	C0403643
DB00973	C0342882
DB00833	C0032285
DB00766	C0519030
DB00996	C0014547
DB01059	C0155440
DB00711	C0029001
DB01005	C0040028
DB00887	C0027726
DB00214	C0022660
DB00537	C0243001
DB00366	C0009443
DB01219	C0024591
DB01380	C2607914
DB00438	C0018482
DB00423	C0037763
DB01332	C0085394
DB00290	C0024305
DB01045	C0023343
DB00959	C0041321
DB02703	C0854211
DB00438	C1260917
DB01053	C0039131
DB01165	C0520777
DB00620	C0006266
DB01000	C0031350
DB00838	C0085074
DB01076	C0002963
DB00577	C0019342
DB00443	C0024301
DB00281	C0039236
DB08804	C1561828
DB00424	C0030920
DB00635	C0004364
DB00717	C0001144
DB00005	C0003873
DB00158	C0016412
DB00860	C0406317
DB06285	C0029458
DB01197	C0020540
DB00585	C0030920
DB00959	C0154301
DB00455	C0009766
DB00033	C0007134
DB01130	C0406326
DB01212	C0577709
DB00213	C0027662
DB00833	C0042029
DB01112	C0153196
DB09039	C0017205
DB00620	C0029077
DB01017	C0035021
DB01017	C0006277
DB00906	C2711653
DB00235	C0013221
DB01234	C0030807
DB00500	C0003873
DB00420	C0027497
DB00014	C1562029
DB01329	C0085394
DB00460	C0271084
DB00406	C0700345
DB00927	C0014869
DB08906	C0004096
DB00916	C1263758
DB00069	C0524910
DB00742	C1527311
DB00852	C0393735
DB00873	C0406486
DB01193	C0042510
DB00254	C0008354
DB00997	C0919267
DB00681	C0041471
DB00036	C0040015
DB00441	C0278488
DB00810	C0013221
DB00352	C0023439
DB01064	C0009443
DB00742	C0013604
DB00620	C0037274
DB00618	C0149704
DB06756	C0748196
DB01017	C0007947
DB00988	C0030567
DB00355	C0577690
DB00798	C0577690
DB00355	C0014836
DB06783	C0238452
DB00850	C0036341
DB00620	C0039520
DB01332	C0025289
DB00314	C0275959
DB01066	C0031350
DB01592	C0151482
DB00479	C0035468
DB01331	C0153196
DB01150	C0038395
DB04846	C0020538
DB00404	C0001818
DB01211	C0275556
DB00568	C0026603
DB01095	C0020476
DB01137	C0343402
DB00759	C0242172
DB11596	C0274462
DB00388	C0027424
DB01331	C0242172
DB01060	C0038395
DB00635	C0026769
DB00741	C0038363
DB00970	C0025202
DB00873	C0042165
DB00681	C0042029
DB00462	C0027424
DB00434	C0027424
DB00001	C0002965
DB00254	C0037199
DB00249	C0022570
DB09345	C0040259
DB06401	C0600142
DB00846	C0085074
DB00537	C0018081
DB01234	C0005138
DB00318	C0030201
DB01165	C1263758
DB01246	C1260880
DB00588	C0079773
DB01077	C0029401
DB01032	C0018081
DB00668	C0347950
DB01195	C0042514
DB00959	C0003872
DB00433	C0497327
DB00997	C0276535
DB00214	C0027726
DB00008	C0018916
DB00641	C0020557
DB00137	C0013238
DB01592	C0162316
DB00878	C0037278
DB00388	C0039240
DB00547	C0011615
DB00008	C0026764
DB09154	C0013395
DB00946	C0040053
DB01197	C0003873
DB01045	C0023241
DB08910	C0026764
DB00684	C0005743
DB00936	C0157726
DB00620	C0023052
DB09281	C0017168
DB06791	C0001206
DB01212	C0025294
DB01005	C0238425
DB08912	C0860594
DB00335	C0042514
DB00328	C0038013
DB00254	C0035597
DB00319	C0343402
DB00760	C0003615
DB00927	C0042109
DB00959	C0406317
DB00507	C0011991
DB05679	C0033860
DB01026	C0036508
DB00576	C0729524
DB00434	C0009088
DB01059	C0031154
DB00591	C0085074
DB01015	C0577708
DB01607	C1112209
DB00650	C0274462
DB01211	C0339932
DB01059	C0276088
DB00986	C0035242
DB01216	C1739363
DB01413	C0554628
DB00254	C0040592
DB00395	C0004604
DB00620	C0024141
DB01060	C0275793
DB06764	C1260880
DB01380	C0026948
DB00830	C0028754
DB01173	C0026838
DB01156	C1269683
DB00309	C0023473
DB00039	C1274988
DB00199	C0012546
DB00017	C0029401
DB05246	C0014544
DB00852	C0009443
DB06769	C0023434
DB00852	C0037195
DB00927	C0038358
DB09468	C0009806
DB00537	C1720797
DB00878	C0031090
DB00761	C0020621
DB01283	C0029408
DB00964	C0017612
DB00184	C0040336
DB01380	C1384589
DB00685	C0153195
DB06262	C0030567
DB01167	C0023281
DB01332	C0343402
DB04574	C0221392
DB01026	C0030409
DB00684	C0276088
DB01060	C1318973
DB00635	C2607914
DB00570	C0019618
DB00792	C0037383
DB00338	C0017168
DB00233	C0275959
DB00632	C0019345
DB00764	C0024138
DB01202	C0234974
DB00618	C0021141
DB00748	C2607914
DB01139	C0035468
DB00631	C0023449
DB00177	C0242698
DB01059	C0857846
DB01611	C0024536
DB00411	C0017612
DB00201	C0009088
DB09290	C1262211
DB01212	C0007947
DB00654	C0028840
DB00198	C0021400
DB00434	C0013384
DB00310	C0020538
DB01114	C0033774
DB00355	C0014179
DB02703	C0343402
DB00950	C2607914
DB00704	C0150055
DB00218	C0519030
DB00586	C0409959
DB00321	C0030193
DB01176	C0009766
DB00588	C0033775
DB02721	C0019829
DB09085	C0033774
DB00787	C0019345
DB09320	C0017418
DB01364	C0006277
DB04911	C0162627
DB00318	C0242429
DB00196	C0919659
DB00762	C1282500
DB00620	C0018621
DB01626	C0020538
DB00591	C0406317
DB09526	C2677857
DB00983	C0155877
DB01264	C0019693
DB01113	C0002962
DB09230	C0020538
DB01235	C0242422
DB02703	C0003177
DB01606	C0949083
DB00873	C0022081
DB01550	C0028754
DB00826	C0085407
DB00531	C0024419
DB00787	C0019364
DB01086	C0029878
DB00551	C0042029
DB00008	C0011226
DB00745	C0015672
DB00760	C0027947
DB00635	C0040896
DB09154	C0035455
DB00620	C0015456
DB01068	C0014550
DB00261	C0040028
DB00493	C0031154
DB06822	C0040038
DB01330	C0178299
DB00783	C0271578
DB00880	C0027726
DB09267	C0029458
DB00605	C0021368
DB00917	C0042138
DB00196	C0349009
DB00934	C0030319
DB01037	C0002395
DB00900	C0019693
DB00948	C1112209
DB00563	C0041182
DB05013	C0022602
DB00852	C0004096
DB00065	C0406317
DB00836	C1527298
DB00326	C0018790
DB00420	C0036341
DB00432	C0019357
DB01413	C0034186
DB01042	C0035412
DB01005	C0007131
DB00684	C0276089
DB01059	C0392618
DB00332	C0006266
DB00451	C0007115
DB00355	C1263758
DB06710	C1562029
DB00648	C0010481
DB00152	C1510471
DB00479	C0014347
DB01137	C0856695
DB01112	C0178299
DB01247	C0011581
DB00343	C0030590
DB01211	C0006277
DB09496	C0151907
DB01248	C0030297
DB00655	C0001144
DB01397	C0030193
DB00859	C0023176
DB00069	C0036920
DB00328	C0021368
DB00860	C0038013
DB00274	C0032308
DB00283	C0042109
DB01110	C1384589
DB00577	C0008049
DB00595	C0040592
DB00288	C0021368
DB09525	C0085682
DB00321	C0338908
DB01331	C0035468
DB00752	C0011581
DB00811	C0001487
DB01165	C0003175
DB00415	C1263758
DB00537	C0554628
DB00133	C0577708
DB00663	C0149922
DB00441	C0887833
DB00572	C0042164
DB00162	C1510471
DB00005	C0003872
DB00254	C0035585
DB00607	C1318973
DB00537	C0035468
DB00627	C0085096
DB01620	C0033774
DB00493	C0038395
DB01167	C0038034
DB00312	C0917801
DB09488	C0018621
DB00860	C0037274
DB00759	C0037199
DB01053	C0275804
DB09144	C0220987
DB01026	C0040259
DB08882	C0011860
DB00607	C0014121
DB00874	C0037199
DB00324	C0009766
DB06211	C1112209
DB01047	C0079773
DB01234	C0026948
DB00320	C0009088
DB00223	C0015456
DB00052	C0013336
DB01413	C0027947
DB00773	C0036220
DB00564	C1398376
DB00515	C0038356
DB01098	C0020479
DB01327	C1279247
DB01190	C0014013
DB00263	C0729586
DB01330	C0005660
DB00959	C0024305
DB00359	C0008513
DB00458	C0270327
DB09154	C1260880
DB00820	C1739363
DB00500	C0553662
DB00571	C0027051
DB00069	C0026948
DB00355	C0037278
DB00889	C0401160
DB00009	C0034065
DB00537	C0343402
DB01328	C0577708
DB01260	C0018567
DB01130	C0016509
DB01597	C0178299
DB00946	C0027051
DB00493	C0149778
DB00295	C2215257
DB09213	C0013390
DB00253	C0423234
DB00997	C1140680
DB00635	C0023434
DB01364	C0006266
DB00052	C0032897
DB00905	C0155213
DB00788	C0006444
DB00467	C0149966
DB01597	C0157749
DB00618	C0035597
DB00634	C0001144
DB00715	C0011581
DB01331	C0153195
DB00303	C1112209
DB05676	C0003872
DB01053	C1318559
DB00684	C0035854
DB00218	C0856695
DB01331	C0243001
DB00949	C0234974
DB00518	C0027528
DB00415	C0577690
DB00169	C0029456
DB00415	C1318973
DB01332	C0729524
DB06151	C0002726
DB00936	C0040259
DB01607	C0155860
DB11363	C0007131
DB01026	C0423775
DB00355	C0152973
DB01607	C0178299
DB00252	C0270425
DB00655	C0020619
DB00713	C1318973
DB00954	C0006277
DB00041	C0023467
DB00451	C0020473
DB00624	C0022735
DB00747	C0030568
DB01095	C0003850
DB00766	C0155862
DB00790	C0018802
DB01059	C0006277
DB00635	C0001623
DB00438	C0276026
DB01416	C0856695
DB02703	C2242472
DB00200	C0002892
DB00237	C0231403
DB06717	C0401160
DB00254	C0035793
DB01168	C0025202
DB09185	C0751362
DB00537	C0018482
DB00798	C0005743
DB00662	C0027497
DB00207	C1278807
DB00741	C0033775
DB00577	C0019360
DB01130	C0015230
DB00041	C0026764
DB00394	C2607914
DB00796	C0242698
DB00397	C0010200
DB00730	C0040553
DB00741	C2894027
DB00493	C1719906
DB06791	C0001207
DB01212	C0025295
DB01326	C0152965
DB01146	C0035460
DB08860	C0020443
DB00319	C0038395
DB00476	C0016053
DB09488	C1260880
DB00541	C0079744
DB01066	C0038166
DB01234	C0003872
DB01399	C0029408
DB00860	C0002880
DB00861	C0150055
DB00695	C0155919
DB01112	C0033700
DB00475	C0231403
DB00967	C0018621
DB00456	C0178299
DB00008	C0036920
DB00760	C0025295
DB00427	C0343065
DB06211	C0034186
DB01103	C0017536
DB00806	C0011882
DB02300	C0406326
DB00531	C0024299
DB00635	C0004096
DB00387	C0030568
DB01137	C0339959
DB09300	C0581358
DB01059	C0155804
DB01595	C0917801
DB09082	C0008677
DB00214	C0581377
DB00191	C0028754
DB01059	C0276089
DB00741	C0018567
DB00112	C0302592
DB00260	C0041296
DB01611	C0024141
DB01764	C0554628
DB01427	C0018802
DB00741	C3875321
DB01212	C0149778
DB00916	C0002438
DB00596	C0033777
DB00978	C0853852
DB00723	C0030590
DB00668	C0042514
DB08806	C0043515
DB01332	C0005943
DB00443	C0040259
DB02703	C0549398
DB01082	C0032064
DB00798	C0729587
DB00330	C0026919
DB00560	C1112209
DB00479	C0152965
DB09096	C0033777
DB00620	C0035457
DB01086	C0019348
DB06144	C0036341
DB01059	C0275665
DB00371	C0037763
DB00035	C0270327
DB00125	C0002063
DB01059	C0275652
DB00741	C0036974
DB01224	C0270425
DB00097	C0021361
DB00603	C0007134
DB08936	C0009443
DB01140	C0042029
DB01059	C0149725
DB00798	C0276075
DB04575	C0271578
DB01333	C0032308
DB00997	C0149925
DB01137	C0036117
DB01064	C0600177
DB00531	C0002880
DB00618	C0035021
DB01119	C0040479
DB06216	C0036341
DB00254	C0003177
DB01212	C1112209
DB00169	C0221468
DB01380	C0019829
DB00158	C0687148
DB00530	C0281361
DB01059	C0029878
DB00640	C0392164
DB00341	C0009766
DB00447	C0006846
DB00887	C0023890
DB00493	C0276026
DB00661	C0039240
DB01044	C0037199
DB00860	C0009324
DB01333	C0157749
DB00945	C0393735
DB00852	C0018621
DB01234	C0023052
DB11591	C2607914
DB00363	C0005586
DB00080	C2887088
