#,context,disease_name,drug_name,workers_answers,medical_expert1,medical_expert2,medical_expert3,do_id,drug_brand_name,drug_id,label_id,sheet,expert_consensus,inter_agree_experts,medical_expert4,"Final 
(closest option)"
99.0,"['Doxorubicin hydrochloride (HCl) for injection is an anthracycline topoisomerase II inhibitor indicated: ', '\n                           ', 'as a component of multiagent adjuvant chemotherapy for treatment of women with axillary lymph node involvement following resection of primary breast cancer (', '1.1', 'for the treatment of: acute lymphoblastic leukemia, acute myeloblastic leukemia, Hodgkin lymphoma, Non-Hodgkin lymphoma, metastatic breast cancer, metastatic Wilms‰Ûª tumor, metastatic neuroblastoma, metastatic soft tissue sarcoma, metastatic bone sarcomas, metastatic ovarian carcinoma, metastatic transitional cell bladder carcinoma, metastatic thyroid carcinoma, metastatic gastric carcinoma, metastatic bronchogenic carcinoma (', '1.2', None, None, 'Doxorubicin HCl for injection is indicated as a component of multi-agent adjuvant chemotherapy for treatment of women with axillary lymph node involvement following resection of primary breast cancer ', '[see ', 'Clinical Studies (14)', '\n                           ', None, None, None, 'Doxorubicin HCl for injection is indicated for the treatment of ', '\n                           ', 'acute lymphoblastic leukemia ', 'acute myeloblastic leukemia ', 'Hodgkin lymphoma ', 'non-Hodgkin lymphoma (NHL) ', 'metastatic breast cancer ', 'metastatic Wilms‰Ûª tumor ', 'metastatic neuroblastoma ', 'metastatic soft tissue sarcoma ', 'metastatic bone sarcoma ', 'metastatic ovarian carcinoma ', 'metastatic transitional cell bladder carcinoma ', 'metastatic thyroid carcinoma ', 'metastatic gastric carcinoma ', 'metastatic bronchogenic carcinoma ', None, None]",ACUTE MYELOBLASTIC LEUKEMIA,DOXORUBICIN,"indication_treatment
indication_treatment
indication_treatment",Indication: Treatment,Indication: Treatment,Indication: Treatment,DOID_9119,,DB00997,f7aba497-daea-4b5d-bc2d-687ea6f20243.xml,Indication_treatment,Indication: Treatment,3,,
100.0,"SYLATRON
‰ã¢
SYLATRON is an alpha interferon indicated for the adjuvant treatment of melanoma with microscopic or gross nodal involvement within 84 days of definitive surgical resection including complete lymphadenectomy. (
1",MELANOMA,peginterferon alfa-2b,"indication_treatment
indication_treatment
indication_treatment",Indication: Treatment,Indication: Treatment,Indication: Treatment,DOID_1909,,DB00022,0c89b700-c744-4001-a10b-0622863557d6.xml,Indication_treatment,Indication: Treatment,3,,
101.0,"Dacarbazine for Injection, USP is indicated in the treatment of metastatic malignant melanoma. In addition, Dacarbazine for Injection, USP is also indicated for Hodgkin's disease as a second-line therapy when used in combination with other effective agents.",MALIGNANT MELANOMA,DACARBAZINE,"indication_treatment
indication_treatment
indication_treatment",Indication: Treatment,Indication: Treatment,Indication: Treatment,DOID_1909,,DB00851,fbcc23f2-6a56-4dd2-bf9f-79a9f5dbf6a2.xml,Indication_treatment,Indication: Treatment,3,,
1.0,"Helps loosen phlegm (mucus) and thin bronchial secretions to rid the bronchial passageways of bothersome mucus, drain bronchial tubes and make coughs more productive. Helps loosen phlegm and thin bronchial secretions in patients with stable chronic bronchitis.",CHRONIC BRONCHITIS,GUAIFENESIN,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_6132,,DB00874,78987a51-82f7-4ca6-80ad-fa22d1f3e11a.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
2.0,Levobunolol HCl ophthalmic solution has been shown to be effective in lowering intraocular pressure and may be usedåÊin patients with chronic open-angle glaucoma or ocular hypertension.,OPEN-ANGLE GLAUCOMA,levobunolol,"indication_treatment
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Treatment,Indication: Treatment,Inconsistent,DOID_1067,,DB01210,8df5bfb3-75d7-4030-b5cb-29ec9ebac0b2.xml,indication_symptomatic_relief,Indication: Treatment,2,Indication: Treatment,
3.0,"[None, 'Bimatoprost ophthalmic solution, 0.03% is indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension.', 'Bimatoprost ophthalmic solution, 0.03% is a prostaglandin analog indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension.']",OCULAR HYPERTENSION,BIMATOPROST,"effect
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Treatment,Indication: Treatment,Indication: Symptomatic Relief,DOID_9282,,DB00905,bb539c8f-cb07-453d-8aaf-7bc94b7687d3.xml,indication_symptomatic_relief,Indication: Treatment,2,Indication: Treatment,
4.0,"Travoprost Ophthalmic Solution USP, 0.004% is indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension.
Travoprost Ophthalmic Solution USP, 0.004% is a prostaglandin analog indicated for the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension. ( 
1",OCULAR HYPERTENSION,TRAVOPROST,"indication_treatment
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Treatment,Indication: Treatment,Inconsistent,DOID_9282,,DB00287,f56bbe0b-fa82-46af-924f-9122bd4f7089.xml,indication_symptomatic_relief,Indication: Treatment,2,Indication: Treatment,
5.0,"Brimonidine tartrate ophthalmic solution 0.2% is indicated for lowering intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension.

The IOP lowering efficacy of brimonidine tartrate ophthalmic solution diminishes over time in some patients. This loss of effect appears with a variable time of onset in each patient and should be closely monitored.

Brimonidine tartrate ophthalmic solution 0.2% is an alpha adrenergic agonist indicated for lowering intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension. (
1",OCULAR HYPERTENSION,Brimonidine,"indication_symptomatic_relief
indication_treatment
indication_symptomatic_relief",Indication: Treatment,Indication: Treatment,Inconsistent,DOID_9282,,DB00484,c2d7435f-8989-4c1f-af7d-b42d52cf952a.xml,indication_symptomatic_relief,Indication: Treatment,2,Indication: Treatment,
6.0,"Tolcapone tablets, USP is indicated as an adjunct to levodopa and carbidopa for the treatment of the signs and symptoms of idiopathic Parkinson's disease. Because of the risk of potentially fatal, acute fulminant liver failure, tolcapone tablets, USP should ordinarily be used in patients with Parkinson's disease on l-dopa/carbidopa who are experiencing symptom fluctuations and are not responding satisfactorily to or are not appropriate candidates for other adjunctive therapies. Because of the risk of liver injury and because tolcapone tablets, USP, when it is effective, provides an observable symptomatic benefit, the patient who fails to show substantial clinical benefit within 3 weeks of initiation of treatment, should be withdrawn from tolcapone tablets, USP.
The effectiveness of tolcapone tablets, USP was demonstrated in randomized controlled trials in patients receiving concomitant levodopa therapy with carbidopa or another aromatic amino acid decarboxylase inhibitor who experienced end of dose wearing-off phenomena as well as in patients who did not experience such phenomena (see 
CLINICAL PHARMACOLOGY
Clinical Studies",PARKINSON'S DISEASE,TOLCAPONE,"indication_symptomatic_relief
indication_symptomatic_relief
indication_treatment",Indication: Symptomatic Relief,Indication: Treatment,Inconsistent,DOID_14330,,DB00323,658c55ce-6b19-4c53-8563-d03ea83f7ccd.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,0,,Indication: Symptomatic Relief
8.0,,PARALYSIS AGITANS,CARBIDOPA ANHYDROUS,"indication_symptomatic_relief
indication_symptomatic_relief
indication_treatment",Indication: Treatment,Indication: Treatment,Indication: Treatment,DOID_14330,,DB00190,272d12b4-b3bc-4891-9da5-189d0c961ae4.xml,indication_symptomatic_relief,Indication: Treatment,3,,
9.0,"Carefully consider the potential benefits and risks of Salsalate tablets, USP and other treatment options before deciding to use Salsalate tablets, USP. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see ). Salsalate is indicated for relief of the signs and symptoms of rheumatoid arthritis, osteoarthritis and related rheumatic disorder.
                            

                        
WARNINGS",RHEUMATOID ARTHRITIS,SALSALATE,"indication_symptomatic_relief
indication_treatment
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_7148,,DB01399,e495fb85-bf37-4c6f-a9c9-31fd73dbe373.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
10.0,"Carefully consider the potential benefits and risks of diflunisal tablets and other treatment options before deciding to use diflunisal tablets. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see 
WARNINGS
Diflunisal tablets are indicated for acute or long-term use for symptomatic treatment of the following:
1. Mild to moderate pain
2. Osteoarthritis
3. Rheumatoid arthritis",RHEUMATOID ARTHRITIS,DIFLUNISAL,"indication_treatment
indication_treatment
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Treatment,DOID_7148,,DB00861,bffd61d6-af2e-46ae-bbca-96f150483953.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,2,Indication: Symptomatic Relief,
11.0,"[None, 'Carefully consider the potential benefits and risks of \nflurbiprofen tablets and other treatment options before deciding to use \nflurbiprofen tablets. Use the lowest effective dose for the shortest duration \nconsistent with individual patient treatment goals (see ', 'WARNINGS', 'Flurbiprofen tablets are indicated:', '\n                     ', 'For relief of the signs and symptoms of rheumatoid arthritis. \n', 'For relief of the signs and symptoms of osteoarthritis.']",RHEUMATOID ARTHRITIS,FLURBIPROFEN,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_7148,,DB00712,f0d1d9cb-3a95-4389-8cc7-29634a1f227c.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
12.0,"Carefully consider the potential benefits and risks of nabumetone tablets USP and other treatment options before deciding to use nabumetone tablets USP. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see 

                        
WARNINGS 
Nabumetone tablets USP are indicated:
* For relief of the signs and symptoms of rheumatoid arthritis. 
* For relief of the signs and symptoms of osteoarthritis.",RHEUMATOID ARTHRITIS,NABUMETONE,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_7148,,DB00461,a34aebce-f0b6-4341-8c7f-49bdd1c06fe9.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
13.0,"['Piroxicam capsule, is indicated:', None, '\n                     ', 'For relief of the signs and symptoms of osteoarthritis.', 'For relief of the signs and symptoms of rheumatoid arthritis.', 'Piroxicam capsule,is a nonste roidal anti -infla mmato ry d rug indicated for', '\n                           ', 'Relief of the signs and sy mpt o ms of osteoarthritis (OA) (\n          \n  \n     ', '1', 'Relief of the signs and sy mpto ms of rheu m atoid arthritis (RA) (\n          \n  \n     ', '1']",RHEUMATOID ARTHRITIS,PIROXICAM,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_7148,,DB00554,895e8bb5-3f29-96f8-e053-2a95a90ab025.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
14.0,"Carefully consider the potential benefits and risks of etodolac extended-release tablets, USP and other treatment options before deciding to use etodolac extended-release tablets, USP. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see 

                        
WARNINGS
Etodolac extended-release tablets, USP are indicated:
*åÊåÊåÊ For relief of signs and symptoms of juvenile arthritis
*åÊåÊåÊ For relief of the signs and symptoms of rheumatoid arthritis
*åÊåÊåÊ For relief of the signs and symptoms of osteoarthritis",RHEUMATOID ARTHRITIS,ETODOLAC,"indication_symptomatic_relief
indication_symptomatic_relief
indication_symptomatic_relief",Indication: Symptomatic Relief,Indication: Symptomatic Relief,Indication: Symptomatic Relief,DOID_7148,,DB00749,8bc073da-7e01-4e0f-91bf-e5440b31bd1f.xml,indication_symptomatic_relief,Indication: Symptomatic Relief,3,,
