DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
4904	adalimumab	Ankylosing spondylitis	C0038013	9631008	DOID:7147
4904	adalimumab	Crohn's disease	C0010346	34000006	
4904	adalimumab	Ulcerative colitis	C0009324	64766004	DOID:8577
4904	adalimumab	Plaque psoriasis	C0406317	200965009	
322	benznidazole	Infection by Trypanosoma cruzi	C0041234	77506005	
873	diethylcarbamazine	Lymphatic filariasis	C0013882	240820001	DOID:4976
990	eflornithine	African trypanosomiasis	C0041228	27031003	DOID:10112
3336	melarsoprol	African trypanosomiasis	C0041228	27031003	DOID:10112
1929	nifurtimox	Infection by Trypanosoma cruzi	C0041234	77506005	
4020	sodium stibogluconate	Leishmaniasis	C0023281	80612004	DOID:9065
2966	suramin	African trypanosomiasis	C0041228	27031003	DOID:10112
2090	pentamidine	African trypanosomiasis	C0041228	27031003	DOID:10112
4885	dulaglutide	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
2782	tulobuterol	Asthma	C0004096	195967001	DOID:2841
2782	tulobuterol	Pulmonary emphysema	C0034067	87433001	
1987	olprinone	Acute heart failure	C0264714	56675007	
294	beclometasone dipropionate	Vasomotor rhinitis	C0035460	8229003	DOID:4730
429	bunazosin	Essential hypertension	C0085580	59621000	DOID:10825
641	cilazapril	Hypertensive disorder	C0020538	38341003	DOID:10763
2760	tripamide	Essential hypertension	C0085580	59621000	DOID:10825
2665	tilisolol	Essential hypertension	C0085580	59621000	DOID:10825
2665	tilisolol	Angina pectoris	C0002962	194828000	
1424	imidapril	Hypertensive disorder	C0020538	38341003	DOID:10763
4886	cetilistat	Obesity	C0028754	414916001	DOID:9970
2733	trichlormethiazide	Hypertensive disorder	C0020538	38341003	DOID:10763
4887	favipiravir	Influenza	C0021400	6142004	DOID:8469
1406	ibudilast	Asthma	C0004096	195967001	DOID:2841
4884	calfactant	Respiratory distress syndrome in the newborn	C0035220	46775006	DOID:12716
4299	cobicistat	Human immunodeficiency virus infection	C0019693	86406008	DOID:526
2588	temoporfin	Neoplasm of head and neck	C0018671	255055008	DOID:11934
2588	temoporfin	Squamous cell carcinoma	C0007137	402815007	DOID:1749
4879	enoxaparin sodium	Deep venous thrombosis	C0149871	128053003	
4880	glatiramer acetate	Multiple sclerosis	C0026769	24700007	DOID:2377
4678	oritavancin	Bacterial infection of skin	C0162627	128936008	
4678	oritavancin	Staphylococcal infection of skin	C0038166	402938009	
4678	oritavancin	Streptococcal infection of skin	C1274355	402937004	
3180	enviomycin	Pulmonary tuberculosis	C0041327	154283005	DOID:2957
4881	suvorexant	Insomnia	C0917801	193462001	
831	dexetimide	Neuroleptic-induced Parkinsonism	C0236830	72820004	
4834	eliglustat	Glucosylceramide beta-glucosidase deficiency	C0017205	190794006	DOID:1926
1512	itopride	Chronic gastritis	C0085695	8493009	
4607	ubidecarenone	Congestive heart failure	C0018802	42343007	DOID:6000
2779	troxipide	Gastric ulcer	C0038358	397825006	DOID:10808
4882	istradefylline	Parkinson's disease	C0030567	49049000	DOID:14330
1917	nicomol	Hyperlipidemia	C0020473	55822004	DOID:1168
362	bezafibrate	Hyperlipidemia	C0020473	55822004	DOID:1168
4874	efinaconazole	Onychomycosis of toenails	C1274470	403059006	
4874	efinaconazole	Onychomycosis due to dermatophyte	C0040261	402134005	
4874	efinaconazole	Onychomycosis due to Trichophyton mentagrophytes	C0276755	23549005	
4875	daclatasvir	Chronic hepatitis C	C0524910	128302006	
4876	belinostat	Peripheral T-cell lymphoma	C0079774	109977009	
1404	ibandronic acid	Hypercalcemia	C0020437	66931009	DOID:12678
1118	everolimus	Angiomyolipoma of kidney	C0241961	254921004	DOID:8411
2595	tenoxicam	Arthritis	C0003864	3723001	DOID:848
4877	tavaborole	Onychomycosis of toenails	C1274470	403059006	
4877	tavaborole	Onychomycosis due to dermatophyte	C0040261	402134005	
4877	tavaborole	Onychomycosis due to Trichophyton mentagrophytes	C0276755	23549005	
4877	tavaborole	Onychomycosis due to Trichophyton rubrum	C0276754	56922006	
4878	idelalisib	Chronic lymphoid leukemia, disease	C0023434	92814006	DOID:1040
4878	idelalisib	Follicular non-Hodgkin's lymphoma	C0024301	308121000	
4878	idelalisib	Malignant lymphoma - small lymphocytic	C0855095	302841002	
777	dalbavancin	Staphylococcal infection of skin	C0038166	402938009	
777	dalbavancin	Bacterial infection of skin	C0162627	128936008	
4873	tedizolid phosphate	Staphylococcal infection of skin	C0038166	402938009	
4873	tedizolid phosphate	Bacterial infection of skin	C0162627	128936008	
4873	tedizolid phosphate	Streptococcal infection of skin	C1274355	402937004	
1238	formestane	Carcinoma of female breast	C3163805	447782002	
2857	zaleplon	Disorders of initiating and maintaining sleep	C0021603	194437008	
4871	calcium polystyrene sulfonate	Hyperkalemia	C0020461	14140009	
4872	ataluren	Duchenne muscular dystrophy	C0013264	76670001	DOID:11723
777	dalbavancin	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
1796	mianserin	Major depressive disorder	C1269683	370143000	
4741	bedaquiline	Drug resistant tuberculosis	C0206525	423709000	
1602	loprazolam	Insomnia	C0917801	193462001	
4865	mebanazine	Depressive disorder	C0011581	35489007	DOID:2848
3632	methylchromone	Angina pectoris	C0002962	194828000	
4382	mirabegron	Bladder muscle dysfunction - overactive	C0403643	236633002	
4857	estrone sulphate	Atrophic vaginitis	C0221392	52441000	DOID:11968
4857	estrone sulphate	Female hypogonadism syndrome	C0271578	16041008	
3355	methyl nicotinate	Joint pain	C0003862	57676002	
3627	trichloroacetic acid	Condyloma acuminatum	C0009663	240542006	DOID:11168
4866	ceritinib	Non-small cell lung cancer	C0007131	254637007	DOID:3908
2201	piretanide	Edema	C0013604	267038008	
2201	piretanide	Hypertensive disorder	C0020538	38341003	DOID:10763
600	chlormadinone	Menorrhagia	C0025323	386692008	
600	chlormadinone	Endometriosis	C0014175	129103003	DOID:289
2557	talinolol	Hypertensive disorder	C0020538	38341003	DOID:10763
1993	opipramol	Depressive disorder	C0011581	35489007	DOID:2848
4868	umifenovir	Influenza	C0021400	6142004	DOID:8469
4867	dexrabeprazole	Gastroesophageal reflux disease	C0017168	235595009	DOID:8534
4867	dexrabeprazole	Zollinger-Ellison syndrome	C0043515	53132006	DOID:0050782
4867	dexrabeprazole	Peptic reflux disease	C0014869	57643001	DOID:13976
4867	dexrabeprazole	Erosive esophagitis	C0267055	40719004	
4832	naloxegol	Therapeutic opioid induced constipation	C3874358	136801000119102	
4833	gemigliptin	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4835	ethacizine	Ventricular arrhythmia	C0085612	44103008	
4835	ethacizine	Supraventricular arrhythmia	C0428974	72654001	
4836	afamelanotide	Erythropoietic protoporphyria	C0162568	51022005	DOID:13270
4495	aluminium chlorohydrate	Hyperhidrosis	C0020458	312230002	
4839	aprotinin	Hemorrhage	C0019080	50960005	
4840	bemiparin	Pulmonary embolism	C0034065	59282003	DOID:9477
4840	bemiparin	Deep venous thrombosis	C0149871	128053003	
4842	calcium glubionate	Hypocalcemia	C0020598	5291005	
4843	calcium lactate gluconate	Hypocalcemia	C0020598	5291005	
4844	calcium levulinate	Hypocalcemia	C0020598	5291005	
4846	ecallantide	Hereditary angioneurotic edema	C0019243	82966003	DOID:14735
2726	triamcinolone acetonide	Seasonal allergic rhinitis	C0018621	367498001	
1480	iproniazid	Depressive disorder	C0011581	35489007	DOID:2848
3065	carbarsone	Acute amebiasis	C0152499	39224005	
1810	miltefosine	Cutaneous leishmaniasis	C0023283	240637006	DOID:9111
1810	miltefosine	American mucocutaneous leishmaniasis	C1328252	403135004	DOID:9155
4829	apremilast	Psoriasis with arthropathy	C0003872	33339001	DOID:9008
4830	empagliflozin	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4799	vilanterol	Asthma	C0004096	195967001	DOID:2841
4554	fluticasone furoate	Asthma	C0004096	195967001	DOID:2841
4831	vintafolide	Malignant epithelial tumor of ovary	C0346161	254849005	
971	droxidopa	Orthostatic hypotension	C0020651	28651003	
2303	propranolol	Hemangioma	C0018916	400210000	DOID:255
4825	laquinimod	Relapsing remitting multiple sclerosis	C0751967	426373005	DOID:2378
4826	metreleptin	Congenital generalized lipodystrophy	C0221032	284449005	
4826	metreleptin	Acquired generalized lipodystrophy	C0271693	86907008	
4826	metreleptin	Acquired partial lipodystrophy	C0220989	75659004	
2638	thiotepa	Allogeneic bone marrow transplantation	C0149615	58390007	
3442	phenoxyethanol	Antiseptic preparation	C0443072	261276004	
4742	bleomycin	Malignant tumor of cervix	C0007847	363354003	DOID:4362
395	brimonidine	Rosacea	C0035854	398909004	DOID:8881
4818	florbetaben F18	Positron emission tomography	C0032743	82918005	
1118	everolimus	Carcinoma of breast	C0678222	254838004	DOID:3459
1118	everolimus	Hormone receptor positive malignant neoplasm of breast	C1562029	417181009	
2480	stiripentol	Myoclonic seizure	C0014550	37356005	DOID:308
2480	stiripentol	Severe myoclonic epilepsy in infancy	C0751122	230437002	
4756	polaprezinc	Peptic ulcer	C0030920	13200003	DOID:750
4819	delamanid	Drug resistant tuberculosis	C0206525	423709000	
790	decitabine	Acute myeloid leukemia, disease	C0023467	91861009	DOID:9119
823	detajmium	Ventricular arrhythmia	C0085612	44103008	
823	detajmium	Supraventricular arrhythmia	C0428974	72654001	
1299	gliclazide	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4820	tasimelteon	Non-24 hour sleep-wake cycle	C0393772	230496009	
4774	etohexadiol	Insect repellent	C0021572	75627006	
4116	telavancin	Bacterial pneumonia	C0004626	53084003	DOID:874
4806	vortioxetine	Major depressive disorder	C1269683	370143000	
483	captodiame	Anxiety disorder	C0003469	197480006	DOID:2030
147	ambroxol	Sore throat symptom	C0242429	267102003	
981	ecabet	Peptic ulcer	C0030920	13200003	DOID:750
3839	tasosartan	Hypertensive disorder	C0020538	38341003	DOID:10763
3522	reserpiline	Hypertensive disorder	C0020538	38341003	DOID:10763
2591	tenitramine	Angina pectoris	C0002962	194828000	
2354	ramatroban	Allergic rhinitis	C2607914	61582004	
4418	diethyltoluamide	Insect repellent	C0021572	75627006	
4413	dibromotyrosine	Hyperthyroidism	C0020550	34486009	DOID:7998
4412	diamorphine	Severe pain	C0278140	76948002	
715	clortermine	Anorexia nervosa	C0003125	56882008	DOID:8689
2223	plicamycin	Malignant tumor of testis	C0153594	363449006	DOID:2998
4788	mercurochrome	Antiseptic preparation	C0443072	261276004	
4752	levobetaxolol	Open-angle glaucoma	C0017612	84494001	DOID:1067
4752	levobetaxolol	Ocular hypertension	C0028840	4210003	DOID:9282
2427	secnidazole	Giardiasis	C0017536	58265007	DOID:10718
2427	secnidazole	Infection by Trichomonas	C0040921	56335008	DOID:1947
497	carbimazole	Hyperthyroidism	C0020550	34486009	DOID:7998
497	carbimazole	Graves' disease	C0018213	353295004	DOID:12361
1810	miltefosine	Visceral leishmaniasis	C0023290	186803007	DOID:9146
2435	sertindole	Schizophrenia	C0036341	58214004	
2747	trimazosin	Hypertensive disorder	C0020538	38341003	DOID:10763
4807	riociguat	Chronic thromboembolic pulmonary hypertension	C2363973	233947005	
4807	riociguat	Pulmonary arterial hypertension	C2973725	11399002	
4808	ipidacrine	Alzheimer's disease	C0002395	26929004	DOID:10652
2703	tolperisone	Spasticity	C0026838	221360009	
4809	macitentan	Pulmonary arterial hypertension	C2973725	11399002	
2173	pinacidil	Hypertensive disorder	C0020538	38341003	DOID:10763
958	doxifluridine	Primary malignant neoplasm of gastrointestinal tract	C1306632	363745004	
4301	Flutemetamol (18F)	Positron emission tomography	C0032743	82918005	
4622	linaclotide	Irritable bowel syndrome	C0022104	10743008	DOID:9778
3644	vinflunine	Transitional cell carcinoma	C0007138	27090000	DOID:2671
4300	elvitegravir	Human immunodeficiency virus infection	C0019693	86406008	DOID:526
2044	paclitaxel	Secondary malignant neoplasm of pancreas	C0346976	94459006	
1429	imiquimod	Verruca	C0043037	30285000	DOID:11165
2104	perflutren	Echocardiography	C0013516	40701008	
2998	teicoplanin	Staphylococcal infectious disease	C0038160	56038003	
4233	sugammadex	Reversal of neuromuscular blockade	C0412773	241703000	
4716	ponatinib	Philadelphia chromosome-positive acute lymphoblastic leukemia	C1960397	425688002	
4804	palifermin	Mucositis following radiation therapy	C0392190	109257007	
4804	palifermin	Drug-induced mucositis	C1274988	403666006	
4141	udenafil	Impotence	C0242350	397803000	
2672	tinoridine	Pain	C0030193	22253000	
4113	prasugrel	Acute coronary syndrome	C0948089	394659003	
2063	parecoxib	Acute postoperative pain	C2215257	107401000119105	
4634	teriflunomide	Multiple sclerosis	C0026769	24700007	DOID:2377
4365	vernakalant	Atrial fibrillation	C0004238	49436004	DOID:0060224
1807	miglustat	Niemann-Pick disease, type C	C0220756	66751000	
4318	afatinib	Non-small cell lung cancer, positive for epidermal growth factor receptor expression	C1960925	426964009	
4303	eslicarbazepine acetate	Partial seizure	C0014547	29753000	DOID:2234
4641	levmetamfetamine	Nasal congestion	C0027424	68235000	
4622	linaclotide	Irritable bowel syndrome characterized by constipation	C1868889	440630006	
4622	linaclotide	Chronic idiopathic constipation	C0267509	82934008	
2230	prajmalium	Ventricular arrhythmia	C0085612	44103008	
654	cinnarizine	Vertigo	C0042571	399153001	
654	cinnarizine	Nausea	C0027497	422587007	
654	cinnarizine	Motion sickness	C0026603	37031009	DOID:2951
1298	glibornuride	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4805	dolutegravir	Human immunodeficiency virus infection	C0019693	86406008	DOID:526
43	aceclofenac	Rheumatoid arthritis	C0003873	69896004	DOID:7148
43	aceclofenac	Ankylosing spondylitis	C0038013	9631008	DOID:7147
43	aceclofenac	Osteoarthritis	C0029408	396275006	DOID:381
43	aceclofenac	Adhesive capsulitis of shoulder	C1306835	399114005	DOID:14188
43	aceclofenac	Backache	C0004604	161891005	
4794	gramicidin	Bacterial conjunctivitis	C0009768	128350005	DOID:9700
4794	gramicidin	Infective blepharitis	C0729587	312219000	
4794	gramicidin	Blepharoconjunctivitis	C0005743	68659002	DOID:2456
4794	gramicidin	Bacterial keratitis	C0854211	314557000	
4785	sinecatechins	Condyloma acuminatum	C0009663	240542006	DOID:11168
4785	sinecatechins	Perianal warts	C0343730	266114001	
4779	sodium picosulfate	Colonoscopy	C0009378	73761001	
4706	sodium aurothiomalate	Rheumatoid arthritis	C0003873	69896004	DOID:7148
2027	oxprenolol	Hypertensive disorder	C0020538	38341003	DOID:10763
2027	oxprenolol	Angina pectoris	C0002962	194828000	
2027	oxprenolol	Ventricular arrhythmia	C0085612	44103008	
2027	oxprenolol	Anxiety	C0003467	48694002	
1930	nifurtoinol	Urinary tract infectious disease	C0042029	68566005	
4116	telavancin	Pneumonia due to Staphylococcus aureus	C2349530	441658007	
4727	tacalcitol	Plaque psoriasis	C0406317	200965009	
4723	succinimide	Primary hyperoxaluria	C0020501	17901006	DOID:2977
579	ceruletide	Diagnostic aid	C0358514	2949005	
4797	sodium nitrite	Toxic effect of cyanide	C0238080	66207005	
4790	sodium hypochlorite	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006	
4684	perampanel	Partial seizure	C0014547	29753000	DOID:2234
4665	brilliant green	Infection protection	C0150259	386335003	
4653	chloramphenicol succinate	Salmonella infection	C0036117	302231008	
4653	chloramphenicol succinate	Typhoid fever	C0041466	4834000	DOID:13258
4179	gadobutrol	Magnetic resonance imaging	C0024485	113091000	
3035	boric acid	Antiseptic preparation	C0443072	261276004	
2105	pergolide	Parkinsonism	C0242422	32798002	DOID:13548
99	agomelatine	Major depressive disorder	C1269683	370143000	
2878	ziconotide	Pain in spine	C0423673	48926009	
4184	ticagrelor	Peripheral vascular disease	C0085096	400047006	
4192	tafamidis	Amyloidosis	C0002726	17602002	DOID:9120
4190	ruxolitinib	Myeloproliferative disorder	C0027022	425333006	DOID:4960
4188	deferiprone	beta Thalassemia	C0005283	65959000	DOID:12241
4188	deferiprone	Iron overload	C0282193	60737008	
4799	vilanterol	Chronic bronchitis	C0008677	63480004	DOID:6132
4799	vilanterol	Pulmonary emphysema	C0034067	87433001	
4799	vilanterol	Chronic obstructive lung disease	C0024117	13645005	DOID:3083
4800	radium Ra 223 dichloride	Malignant tumor of prostate	C0376358	399068003	DOID:10283
4326	laropiprant	Dyslipidemia	C0242339	370992007	
4285	Florbetapir F-18	Positron emission tomography	C0032743	82918005	
2960	mifamurtide	Osteosarcoma of bone	C0585442	307576001	DOID:3376
4473	prepopik	Colonoscopy	C0009378	73761001	
3391	noxytiolin	Infective cystitis	C0600041	236620008	
205	amyl nitrite	Toxic effect of cyanide	C0238080	66207005	
3229	fumaric acid	Psoriasis	C0033860	9014002	DOID:8893
1921	nicotinyl alcohol	Ménière's disease	C0025281	13445001	DOID:9849
1921	nicotinyl alcohol	Hyperlipidemia	C0020473	55822004	DOID:1168
1263	aminohydroxybutyric acid	Epilepsy	C0014544	84757009	DOID:1826
166	aminolevulinic acid	Actinic keratosis	C0022602	201101007	DOID:8866
4677	omacetaxine mepesuccinate	Chronic myeloid leukemia	C0023473	92818009	DOID:8552
4180	fidaxomicin	Clostridium difficile infection	C0343386	186431008	
4148	epicriptine	Senile dementia	C0011268	15662003	
4148	epicriptine	Alzheimer's disease	C0002395	26929004	DOID:10652
3131	delmopinol	Dental plaque	C0011389	4522001	
433	bupranolol	Glaucoma	C0017601	23986001	DOID:1686
433	bupranolol	Hypertensive disorder	C0020538	38341003	DOID:10763
2255	pregabalin	Generalized anxiety disorder	C0270549	21897009	DOID:14320
1041	erdosteine	Accidental poisoning by lead and its compounds and fumes	C0261486	216777009	
4340	alogliptin	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
2626	thiamylal	General anesthesia	C0002915	50697003	
4755	technetium Tc 99m tilmanocept	Diagnostic aid	C0358514	2949005	
1876	nalmefene	Alcoholism	C0001973	7200002	
1279	ganirelix	Ovulation induction	C0029967	61285001	
1267	gadoterate meglumine	Magnetic resonance imaging	C0024485	113091000	
3502	prucalopride	Constipation	C0009806	14760008	DOID:2089
4757	dimethyl fumarate	Relapsing remitting multiple sclerosis	C0751967	426373005	DOID:2378
4758	canagliflozin	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
4304	dapagliflozin	Diabetes mellitus type 2	C0011860	44054006	DOID:9352
3312	ivabradine	Angina pectoris	C0002962	194828000	
4410	plerixafor	Multiple myeloma	C0026764	109989006	DOID:9538
4330	pixantrone	Non-Hodgkin's lymphoma	C0024305	118601006	DOID:8675
4329	pasireotide	Hypercortisolism	C0001622	47270006	DOID:446
4308	lasofoxifene	Postmenopausal osteoporosis	C0029458	102447009	
1672	melatonin	Disorders of initiating and maintaining sleep	C0021603	194437008	
4745	glycerol phenylbutyrate	Disorder of the urea cycle metabolism	C0154246	36444000	DOID:9267
